time,url,dcl,load,fcp,lcp,cls,fid
1702673085.49,http://localhost:3000/,655.4000000003725,1761,667.5999999996275,667.5999999996275,0.07245764939236142,2.099999999627471
1702673125.692,http://localhost:3000/,655.4000000003725,1761,667.5999999996275,667.5999999996275,0.07245764939236142,2.099999999627471
1702673128.659,http://localhost:3000/,655.4000000003725,1761,667.5999999996275,667.5999999996275,0.07245764939236142,2.099999999627471
1702673134.958,http://localhost:3000/,655.4000000003725,1761,667.5999999996275,667.5999999996275,0.07245764939236142,2.099999999627471
1702673140.113,http://localhost:3000/,655.4000000003725,1761,667.5999999996275,667.5999999996275,0.07245764939236142,2.099999999627471
1702673143.875,http://localhost:3000/,663.6999999992549,1470.0999999996275,678.4000000003725,678.4000000003725,0.22231705926852208,0
1702673147.526,http://localhost:3000/,663.6999999992549,1470.0999999996275,678.4000000003725,678.4000000003725,0.22231705926852208,2.299999998882413
1702673158.912,http://localhost:3000/,663.6999999992549,1470.0999999996275,678.4000000003725,678.4000000003725,0.22231705926852208,2.299999998882413
1702673167.595,http://localhost:3000/,664.7999999988824,1466.199999999255,677.2999999988824,677.2999999988824,0.21370937379533236,0
1702673213.983,http://localhost:3000/,664.7999999988824,1466.199999999255,677.2999999988824,677.2999999988824,0.21370937379533236,0
1702673278.514,http://localhost:3000/,664.7999999988824,1466.199999999255,677.2999999988824,677.2999999988824,0.21370937379533236,0
1702673287.713,http://localhost:3000/,664.7999999988824,1466.199999999255,677.2999999988824,677.2999999988824,0.21370937379533236,0
1702673342.816,http://localhost:3000/,642.6000000014901,1880.2000000011176,19923,19923,0.05044731761925928,0
1702673346.978,http://localhost:3000/,642.6000000014901,1880.2000000011176,19923,19923,0.05044731761925928,0.7999999988824129
1702673357.682,http://localhost:3000/,636,1456.9000000003725,644.3000000007451,644.3000000007451,0.22231161349900228,0
1702673359.065,http://localhost:3000/,0,0,656.5999999996275,656.5999999996275,0,0
1702673433.361,http://localhost:3000/,646.0999999996275,1452.699999999255,657.6999999992549,657.6999999992549,0.21370707383328175,0
1702673861.638,http://localhost:3000/,646.0999999996275,1452.699999999255,657.6999999992549,657.6999999992549,0.21370707383328175,0
1702674617.4,http://localhost:3000/,658.8000000007451,1459.1000000014901,672.3000000007451,672.3000000007451,0.2137076738233819,1
1702931098.27,http://localhost:3000/,356.5,1277.9000000003725,368.69999999925494,368.69999999925494,0.21316118284048313,0
1702931118.66,http://localhost:3000/,356.5,1277.9000000003725,368.69999999925494,368.69999999925494,0.21316118284048313,0
1702931126.34,http://localhost:3000/,356.5,1277.9000000003725,368.69999999925494,368.69999999925494,0.21316118284048313,0
1702931133.355,http://localhost:3000/,356.5,1277.9000000003725,368.69999999925494,368.69999999925494,0.21316118284048313,0
1702931162.886,http://localhost:3000/,356.5,1277.9000000003725,368.69999999925494,368.69999999925494,0.21316118284048313,0
1702931172.155,http://localhost:3000/,356.5,1277.9000000003725,368.69999999925494,368.69999999925494,0.21316118284048313,0
1702931192.503,http://localhost:3000/,311.80000000074506,1356.5999999996275,325,325,0.19908371511870054,0
1702931215.624,http://localhost:3000/,186.5,731.8999999985099,197.5,197.5,0.21661765744927708,0
1702931216.5,http://localhost:3000/,0,0,227.09999999962747,227.09999999962747,0,0
1702931228.192,http://localhost:3000/,234.90000000037253,570.8000000007451,243,243,0.21370767382338193,0
1702931241.674,http://localhost:3000/,234.90000000037253,570.8000000007451,243,243,0.21370767382338193,0
1702931263.641,http://localhost:3000/,234.90000000037253,570.8000000007451,243,243,0.21370767382338193,0
1702931269.356,http://localhost:3000/,234.90000000037253,570.8000000007451,243,243,0.21370767382338193,0
1702931273.191,http://localhost:3000/,234.90000000037253,570.8000000007451,243,243,0.21370767382338193,0
1702931274.455,http://localhost:3000/,234.90000000037253,570.8000000007451,243,243,0.21370767382338193,0
1702931277.392,http://localhost:3000/,234.90000000037253,570.8000000007451,243,243,0.21370767382338193,0
1702931279.407,http://localhost:3000/,234.90000000037253,570.8000000007451,243,243,0.21370767382338193,0
1702931284.14,http://localhost:3000/,234.90000000037253,570.8000000007451,243,243,0.21370767382338193,0
1702931301.541,http://localhost:3000/,234.90000000037253,570.8000000007451,243,243,0.21370767382338193,0
1702931304.64,http://localhost:3000/,234.90000000037253,570.8000000007451,243,243,0.21370767382338193,0
1702931306.74,http://localhost:3000/,234.90000000037253,570.8000000007451,243,243,0.21370767382338193,0
1702931310.975,http://localhost:3000/,234.90000000037253,570.8000000007451,243,243,0.21370767382338193,0
1702931315.391,http://localhost:3000/,234.90000000037253,570.8000000007451,243,243,0.21370767382338193,0
1702931331.123,http://localhost:3000/,234.90000000037253,570.8000000007451,243,243,0.21370767382338193,0
1702931333.222,http://localhost:3000/,234.90000000037253,570.8000000007451,243,243,0.21370767382338193,0
1702931510.806,http://localhost:3000/,234.90000000037253,570.8000000007451,243,243,0.21370767382338193,0
1702931512.304,http://localhost:3000/,234.90000000037253,570.8000000007451,243,243,0.21370767382338193,0
